week,index_level,max_52,ML,CCt
559,3657.58,4108.87,0.8901668828656054,0
560,3745.01,4108.87,0.9114452392020191,0
561,3833.8,4108.87,0.9330545867842011,0
562,3872.34,4056.42,0.9546200837191415,0
563,4062.23,3904.94,1.040279748216362,0
564,3988.62,4062.23,0.9818794110623967,0
565,4120.61,4062.23,1.0143714166849243,0
566,3889.27,4120.61,0.9438578268751472,0
567,3913.21,4120.61,0.9496676462950875,0
568,3730.45,4120.61,0.905314989770932,0
569,3648.76,4120.61,0.8854902550835921,0
570,3593.91,4120.61,0.8721791191110054,0
571,3629.79,4120.61,0.8808865677654523,0
572,3564.68,4120.61,0.8650855091843198,0
573,3654.88,4120.61,0.8869754720781633,0
574,3833.94,4120.61,0.9304302032951433,0
575,3825.59,4120.61,0.9284038042911124,0
576,3893.2,4120.61,0.9448115691608767,0
577,3808.73,4120.61,0.924312177080578,0
578,3807.96,4120.61,0.9241253115436793,0
579,3858.57,4120.61,0.936407473650746,0
580,3747.44,4120.61,0.9094381657084752,0
581,3633.53,4120.61,0.8817942003732459,0
582,3710.54,4120.61,0.9004831808882666,0
583,3820.86,4120.61,0.9272559159930206,0
584,3799.59,4120.61,0.9220940588893393,0
585,3948.51,4120.61,0.9582343390905717,0
586,3972.38,4120.61,0.9640271707344302,0
587,3935.65,4120.61,0.9551134419418486,0
588,3852.65,4120.61,0.9349707931592653,0
589,3814.53,4120.61,0.9257197356702043,0
590,3911.73,4120.61,0.9493084761722173,0
591,3869.38,4120.61,0.9390308716427909,0
592,3896.79,4120.61,0.9456827993913524,0
593,3952.39,4120.61,0.9591759472505285,0
594,3973.01,4120.61,0.9641800607191655,0
595,3877.09,4120.61,0.940901953836932,0
596,3849.99,4120.61,0.9343252576681608,0
597,3828.67,4120.61,0.9291512664387069,0
598,3902.39,4120.61,0.9470418214778881,0
599,3968.22,4120.61,0.9630176114701464,0
600,4017.25,4120.61,0.9749163352027977,0
601,4022.03,4120.61,0.9760763576266622,0
602,4144.96,4120.61,1.005909319251276,0
603,4163.18,4144.96,1.0043956998378754,0
604,4154.85,4163.18,0.9979991256683594,0
605,4003.9,4163.18,0.9617407846886274,0
606,3899.87,4163.18,0.936752674638137,0
607,3987.73,4163.18,0.9578567345154425,0
608,4149.49,4163.18,0.9967116483073034,0
609,3940.05,4163.18,0.9464039508260512,0
610,4138.51,4163.18,0.9940742413251409,0
611,3895.31,4163.18,0.9356573580772389,0
612,3653.22,4163.18,0.8775070979395557,0
613,3710.06,4163.18,0.8911601227907512,0
614,3713.22,4163.18,0.8919191579513736,0
615,3769.18,4163.18,0.9053608059223958,0
616,3839.49,4163.18,0.9222493382462443,0
617,3796.97,4163.18,0.9120359917178694,0
618,3912.58,4163.18,0.9398056293506405,0
619,3963.62,4163.18,0.9520654884006936,0
620,3912.82,4163.18,0.9398632775906879,0
621,3824.06,4163.18,0.9185430368132053,0
622,3867.02,4163.18,0.9288620717816668,0
623,4001.25,4163.18,0.9611042520381055,0
624,4003.08,4163.18,0.9615438198684658,0
625,4098.71,4163.18,0.9845142415173016,0
626,4138.99,4163.18,0.9941895378052353,0
627,4419.6,4163.18,1.0615923404705057,0
628,4753.13,4419.6,1.0754661055299122,0
629,4544.7,4753.13,0.9561488955698665,0
630,4505.59,4753.13,0.947920633351076,0
631,4695.05,4753.13,0.9877806834654217,0
632,4707.93,4753.13,0.9904904768016024,0
633,4704.63,4753.13,0.9897961974530467,0
634,4718.84,4753.13,0.9927858064054633,0
635,4844.27,4753.13,1.019174733281017,0
636,4770.22,4844.27,0.9847138991014126,0
637,4627.28,4844.27,0.9552068732750237,0
